CONTENT,SCORE,THUMBSUPCOUNT,REVIEWCREATEDVERSION,AT
NAO RECEBO A NOTIFICACAO PARA AUTORIZAR MEU LOGIN,1,0,2.2.390493.0,2021-03-20 18:45:38
"APLICATIVO EXTREMAMENTE BUGADO, AO CRIAR GRUPOS, A ALEXA ESTA CONFUNDINDO OQ TEM QUE LIGAR EM CASA GRUPO, MESMO ADICIONANDO GRUPO CERTO",1,0,2.2.390493.0,2021-03-20 15:33:48
"NAO COMPREM. E FURADA!! APLICATIVO LENTO. NAO CARREGA. TENHO CONTA DEEZER PREMIUM E NAO CONSIGO OUVIR MINHAS PLAYLISTS. E O PIOR DE TUDO, FICA PASSANDO PROPAGANDAS NO MEIO DAS MUSICAS. NAO QUERO PROPAGANDAS, QUERO TOCAR MINHAS PLAYLISTS SO ISSO SINCERAMENTE, SE SOUBESSE QUE FUNCIONARIA DESSA FORMA NAO TERIA COMPRADO. NAO RECOMENDO A COMPRA.",1,19,2.2.390493.0,2021-03-20 11:52:12
MUITO RUIM!!! VC NAO TEM CONTROLE SOBRE O APP!!!,1,0,2.2.387920.0,2021-03-20 11:32:56
"APP LENTO, PESADO E TRAVADO, PRINCIPALMENTE PARA ADICIONAR DISPOSITIVOS. OS TOQUES TEM DELAYS. MELHOR USAR A VERSAO DESKTOP, INFELIZMENTE.",1,1,2.2.390493.0,2021-03-20 05:44:25
OTIMO MAIS O APLICATIVO MUITO PESADO DEVERIA TER VERSAO LITE.,2,0,2.2.390493.0,2021-03-19 14:58:58
"BRUTALMENTE MELHOR ASSISTENTE MAS AS ROTINAS FALHAM  A ALEXA DIZ ""NAO SEI NADA SOBRE ISSO"" KKK SE MELHORAREM A VELOCIDADE DO APLICATIVO SERIA BOM E A ALEXA RESPONDER MAIS RAPIDO AS ACOES",2,0,2.2.390493.0,2021-03-19 13:36:32
"SIMPLESMENTE NAO FUNCIONOU NO CELULAR, 15MIN PRA CRIAR UMA CONTA PARA NO FIM TER UMA TELA AZUL TRAVADA. 4GB RAM 32GB ROM.",1,0,2.2.390493.0,2021-03-19 01:01:51
"LENTO, LENTO, LENTO, LENTO, LENTO, LENTO, LENTO, LENTO...",1,0,2.2.390493.0,2021-03-18 22:35:03
"QUANDO ESTAMOS PROCURANDO POR SKILLS, NAO ESTA CARREGANDO TODAS. POR EXEMPLO, A CATEGORIA ""NOTICIAS"" TEM 190 SKILLS, MAS SO APARECEM 16. AI FICA OS 3 PONTINHOS COMO SE ESTIVESSE CARREGANDO, MAS NAO SAI DAI E NAO CARREGA MAIS NADA. TA NA HORA DE AJEITAR ISSO AI, NE? OUTRA COISA E TER QUE REFAZER TUDO DE NOVO NO APLICATIVO QUANDO A GENTE SAI DO APLICATIVO RAPIDAMENTE E VOLTA. SE ESTAVAMOS OLHANDO AS SKILLS, ELA VOLTA PRA TELA INICIAL E TEMOS QUE ABRIR TUDO DE NOVO. MUITO IRRITANTE!",2,62,2.2.390493.0,2021-03-18 13:22:50
NAO CONSIGO CONECTAR A MINHA ECHO GERACAO 3 NO CELULAR JA TENTEI TODAS AS POSSIBILIDADES .,1,0,2.2.387920.0,2021-03-18 02:04:14
COMPREI E ME DECEPCIONEI PENSEI QUE PODESSE TER AO MENOS O COMANDO DE ALEXA ABRE UM VIDEO AI NO YOUTUBE MAS INFELIZMENTE NAO!,2,0,2.2.384932.0,2021-03-17 22:51:10
NAO CONSEGUE SE CONECTAR COM DISPOSITIVOS ... PESSIMA EXPERIENCIA COM ESSE APP,1,0,2.2.390493.0,2021-03-17 16:54:57
FUNCIONA QUANDO QUER,1,0,2.2.387920.0,2021-03-17 15:12:44
DANDO MUITA DOR DE CABECA PRA CONECTAR,1,0,2.2.387920.0,2021-03-17 09:37:05
BOA DEMAIS,1,0,2.2.390493.0,2021-03-17 07:36:07
MUITO RUIM,1,0,2.2.387920.0,2021-03-16 18:34:49
"NAO TEM SANTO QUE FACA MINHA ALEXA PERCEBER QUE ESTOU NO BRASIL. MINHA CONTA DA AMAZON E AQUI, ESTA REGISTRADA EM PORTUGUES. MINHA ALEXA CONFIGURADA PELO MEU CELULAR NO BRASIL E NADA. SO APARECE SKILLS AMERICANAS. ME AJUDEM!",2,3,2.2.387920.0,2021-03-15 21:30:55
ELA NAO ESTA OBEDECENDO OS MEUS COMANDOS.,2,0,2.2.387920.0,2021-03-15 19:31:40
HORRIVEL,1,0,2.2.387920.0,2021-03-15 18:37:45
"E SEMPRE UMAS 2 HORAS PRA RECONECTAR QUANDO CAI O WIFI, MESMO REINICIANDO O MODEM CUSTA HORAS, JA FIQUEI 2 DIAS TENTANDO E NADA",1,0,2.2.387920.0,2021-03-15 16:55:54
PESSIMO,1,0,2.2.387920.0,2021-03-15 15:18:50
"TENHO MUITA COISA POR WIRELESS, SAMSUNG, XBOX, PS4... ETC... EM FIM NAO ENCONTROU NADA DESTES DISPOSITIVOS, INFELIZMENTE PARA ESSE TIPO DE CONSUMIDOR NAO SERVE POR ENQUANTO.",1,0,2.2.387920.0,2021-03-15 12:57:30
"DESABILITEM A OPCAO DE COMPRA POR VOZ! TENHO ASSINATURA DO AMAZON PRIME VIDEO E COMPREI UMA ECHO DOT 4. MINHA FILHA BRINCANDO CONSEGUIU ASSINAR O AMAZON MUSIC UNLIMITED. MUITA SACANAGEM NAO PEDIR CONFIRMACAO NENHUMA PRA ADQUIRIR OUTRO PRODUTO, POREM A COBRANCA FUNCIONA PERFEITAMENTE... DEBITOU NO MEU CARTAO DE CREDITO NO MESMO DIA.",1,0,2.2.375370.0,2021-03-15 08:12:04
NO MEU CELULAR N FUNCIONA AFFS,1,0,2.2.387920.0,2021-03-15 04:15:15
MUITO LENTO O APP E AINDA MINHA 3 GERACAO ESTA FICANDO SURDA,1,0,2.2.387920.0,2021-03-14 21:11:01
"O APLICATIVO NAO TEM TANTA INTELIGENCIA ARTIFICIAL A PONTO DE DETECTAR EQUIPAMENTOS QUE PODEM SER ADICIONADOS E SUGERIR A ADICAO DOS MESMOS, DA MESMA FORMA A SUGESTAO DE SKILLS PODERIA SER FEITA COM BASE NAS PERGUNTAS EFETUADAS, ESTA COMPLICADO POR EXEMPLO EFETUAR O CONTROLE DE UMA TV LG QUE JA TEM INTELIGENCIA ARTIFICIAL, QUE ESTA CONECTADA A UM RECEPTOR DA NET E AO MESMO TEMPO A ANTENA COLETIVA DO CONDOMINIO.",2,12,2.2.387920.0,2021-03-14 12:08:39
"JA ERA RUIM, LENTO E BUGADO MAS CONSEGUIA USAR A ECHO SHOW COMO PORTA-RETRATO. AGORA NEM ISSO. PEDEM PARA USAR A AMAZON PHOTOS (OUTRO APP RUIM) E NAO CONSIGO COLOCAR MAIS QUE UMA FOTO EM PAPEL DE PAREDE.",1,6,2.2.387920.0,2021-03-14 09:15:28
"APP NAO E MAIS COMPATIVEL COM TABLET FIRE 8 DA AMAZON, PIADA NE",1,0,2.2.387920.0,2021-03-13 14:22:11
"EQUIPAMENTO PERFEITO, POREM O SOFTWARE DEIXA A DESEJAR, E PIOR DE ALGUNS DIAS PRA CA NAO ABRE AS TELAS, SO A DE BOAS VINDAS E MAIS, COMUNICACAO, REPRODUCAO E DISPOSITIVOS, PARECE QUE DEIXARAM DE EXISTIR, CHATEADO, RECLAMEI E DISSERAM QUE A EQUIPE DE ENGENHARIA ESTAVA RESOLVENDO,AS PARECE QUE NAO ESTAO CONSEGUINDO, O PROBLEMA NAO E MEU CELULAR QUE E UM SAMSUNG GALAXY NOTE 10 NOVO.",1,49,2.2.387920.0,2021-03-12 23:56:50
INTERVALO ENTRE LEMBRETES DEVE SER NO MINIMO DE 4 HORAS??? ESSE INTERVALO DEVERIA SER A CRITERIO DE QUEM UTILIZA.,2,0,2.2.387920.0,2021-03-12 07:20:01
"HELP! ME DIGAM, POR FAVOR, TEM QUE ASSINAR A AMAZON PRA PODER USAR A ALEXA NO CEL??DOU MAIS ESTRELAS APOS SABER SE PODEREI USAR OU NAO O APP",2,0,2.2.387920.0,2021-03-11 23:13:59
EU NAO CONSIGO ENTRAR EU DIGITO O E-MAIL E A SENHA MESMO ASSIM NAO VAI,1,0,2.2.384932.0,2021-03-11 16:09:34
ALEXA E LEGAL,1,0,2.2.387920.0,2021-03-11 14:28:56
"TENHO O APLICATIVO ESPECIALMENTE PARA ESCUTAR O AUDIOBOOK DOS LIVROS QUE TENHO NO KINDLE, MAS ULTIMAMENTE NAO ESTA RODANDO BEM, O AUDIO TRAVA BASTANTE E SE TORNA IRRITANTE.",2,0,2.2.356720.0,2021-03-11 11:18:21
O APP E PESADO E CONFUSO AS VEZES. PODERIA TER ATUALIZACOES MELHORES,2,0,2.2.387920.0,2021-03-10 10:53:54
"AS ROTINAS DEVERIAM TER ALGUMA RECURSOS MAIS AVANCADOS, COMO MULTIPLAS ENTRADAS DE ACIONAMENTO (MAIS DE UMA FRASE), E O MESMO RECURSO DE SLOTS E UTTERANCE DO DESENVOLVIMENTO DE SKILLS. PARA QUE FICAR POSSIVEL CRIAR UM FLUXO COM BASE NAS VARIAVEIS. CRIAR RESPOSTAS, OU MESMO PASSAR VALORES PARA SISTEMA INTEGRADOS. SEM ISSO, O ACIONAMENTO POR VOZ DAS ROTINAS FICAM MUITO LIMITADOS, SE ESQUECER UMA UNICA PALAVRA, ERRAR O GENERO OU NUMERO DO VERBO, A ROTINA NAO IDENTIFICA. FALTA INTEGRACAO...",2,27,2.2.387920.0,2021-03-09 22:36:45
"APLICATIVO SE ARRASTA...MUITO LENTO. MESMO USANDO UM S10. EH O APP MAIS LENTO QUE TENHO INSTALADO. SEM FALAR QUE SE FALTA ENERGIA OU INTERNET ELA SE PERDE TODA. AS ROTINAS SE PERDEM MESMO DEPOIS QUE ELA ENCONTRA OS DISPOSITIVOS TODOS ESTANDO COM O MESMO NOME QUE TINHAM ANTERIORMENTE. RESUMINDO, FALTOU ENERGIA OU CAIU SUA CONEXAO DE INTERNET...SE PREPARE PRA RECONFIGURAR TUDO. IMAGINA SE TEM MUITOS DISPOSITIVOS. TA PRECISANDO MELHORAR E MUITO.",1,41,2.2.387920.0,2021-03-09 21:19:10
"PQ NAO CONSIGO ACESSAR O AMAZON? COLOCO MEU EMAIL E SENHA , SEMPRE OCORRE UM ERRO. CREIO UM EMAIL PARA O APLICATIVO DEU ERRO . PEDE NUMERO DE CELULAR E DA ERRO . TENTO CONTRATAR ALEXA NAO CONSIGO .",1,0,2.2.387920.0,2021-03-09 19:55:27
IS TOOK SLOW...,2,0,2.2.387920.0,2021-03-09 05:42:40
APLICATIVO DUPLICOU 2 DISPOSITIVOS MEU E NAO CONSIGO EXCLUIR POIS DA ERRO.,1,0,2.2.387920.0,2021-03-08 22:58:34
REALMENTE O APP E MAL OTIMIZADO. PESADO MESMO EM CELULARES BONS. ACHO QUE TA NA HORA DE AGIR ANTES QUE A GOOGLE EXPLORE SUAS FALHAS. SO PORQUE FICOU FAZENDO SPAM PARA AVALIAR DEI 1 ESTRELA.,1,11,2.2.387920.0,2021-03-08 17:43:20
NAO CONSIGO MAIS EXECUTAR AMAZON MUSIC NO MEU CEL ATRAVES DA ALEXA.,2,0,2.2.387920.0,2021-03-08 17:40:23
"APP REINICIA O MEU ANDROID NAO SEI POR QUE, FOI DEPOIS DE ALGUMAS ATUALIZACOES, NOTA 1 ATE RESOLVEREM O PROBLEMA.",1,0,2.2.387920.0,2021-03-08 16:09:10
"MINHA ALEXA NAS MUSICAS ESTA MUITO ALTA, E NOS LEMBRETES MUITO BAIXA, TENTEI DE TUDO SEPARAR OS VOLUMES DOS AUDIOS. MAS NADA FUNCIONA!",2,0,2.2.387920.0,2021-03-07 00:35:06
MUITO LENTO E TRAVA COM FREQUENCIA,1,0,2.2.387920.0,2021-03-06 08:45:33
NAO DA PARA SPOTIFY EM PORTUGAL,2,0,2.2.387920.0,2021-03-05 20:26:05
"POR HORA ESTOU ACHANDO HORRIVEL! NA TV NAO FAZ QUE EU PECO, NO CELULAR NAO ENTENDO NADA DO QUE EU FALO, MESMO QUE SEJA FUNCOES BASICAS!!! SE QUEREM FORCA A COMPRA/USO DOS DISPOSITIVOS AMAZON, NEM DEVERIAM LIBERAR O USO EM OUTROS DISPOSITIVOS",1,0,2.2.387920.0,2021-03-05 18:06:42
"NEM PARECE FEITO PELA AMAZON. APLICATIVO SUPER LERDO, DIFICIL DE MEXER E TENTAR TROCAR DE MUSICA PELO APLICATIVO E UMA TAREFA PARA POUCOS.",1,0,2.2.384932.0,2021-03-04 18:54:06
NAO FUNCIONA DIREITO PECO MUSICAS GOSPEL E ELA TOCA FUNK EU ODEIO FUNK,1,1,2.2.387920.0,2021-03-04 11:40:06
"ESSE E O PIOR APP QUE JA USEI, NAO MUDA A INTERNET NO APARELHO, DIZ QUE NAO PODE CONECTAR PARA FAZER UM PAR STEREO. A ALEXA EM SI E INCRIVEL MAS TER QUE LIDAR COM ESSE APP MEDIOCRE E INCRIVELMENTE FRUSTRANTE.",1,0,2.2.384932.0,2021-03-03 21:53:25
NAO ACEITA MEU CARTAO,1,0,2.2.387920.0,2021-03-03 18:53:11
SEI MAL PORTUGUES .,1,0,2.2.384932.0,2021-03-03 11:04:57
APP PESADO DE MAIS. NAO SEI O QUE FACO MAIS. QUE PENA. JA DESISTALEI E INSTALEI VARIAS VEZES. SEM EXITO,1,0,2.2.384932.0,2021-03-03 09:37:58
DIFICIL DE ENTENDER,1,0,2.2.384932.0,2021-03-02 19:51:32
RUIM INUTIL,1,0,2.2.384932.0,2021-03-02 05:25:59
MUITOS BUGS!,2,0,2.2.384932.0,2021-03-02 03:47:09
HORRIVEL TRAVA MUITO,1,0,2.2.384932.0,2021-03-01 17:54:06
NUNCA USEI UM APP TAO LENTO. ALGUMAS VEZES PODE LEVAR MEIO MINUTO PARA ABRIR ALGUMA COISA QUE SOLICITEI. NAO RECOMENDO.,1,0,2.2.384932.0,2021-03-01 11:03:58
"APLICATIVO MUITO LENTO, MESMO COM CONEXAO DE 200MB, CHEGA A DEMORAR MAIS DE UM MINUTO PARA FAZER UMA CHAMADA",1,0,2.2.384932.0,2021-02-28 15:12:40
"O APP ALEXA E EXTREMAMENTE PESADO E LENTO. VC CLICA NAS OPCOES E LEVA UM TEMPAO PARA ABRI AS TELAS. PARECE ATE QUE NEM CLICOU. ALEM DE QUE AO CLICAR NAO HA UMA INDICACAO DE RETORNO DO TOQUE, NEM VISUAL, NEM SONORO, NEM DE VIBRACAO. TENHO UM GALAXY NOTE 10+ SUPER RAPIDO. O APP DA ALEXA QUANDO TENTO USAR PESA TANTO NO SISTEMA E PRINCIPALMENTE NO PROCESSADOR QUE CHEGA A AQUECER O TELEFONE. NENHUM OUTRO APP FAZ ISSO.",2,26,2.2.384932.0,2021-02-27 19:37:50
"TOQUE OU DIGA ""ALEXA"" NAO ESTA FUNCIONADO, CONSERTEM ISSO POR FAVOR.",1,0,2.2.384932.0,2021-02-27 19:27:05
N GOSTEI ELA E MEIO DIFICIL DE USAR ACHO QUE PREFIRO OUTRA TIPO... GOOGLE?,1,0,2.2.384932.0,2021-02-26 18:10:40
"O APP ESTA MUITO RUIM. TRAVANDO QUANDO VC TENTA USAR O COMANDO DE VOZ,TRAVA E FECHA SOZINHO.",1,0,2.2.384932.0,2021-02-26 13:12:57
ELE DEMORA BAIXAR DE MAIS TO ESPERANDO A TEMPOS,1,0,2.2.384932.0,2021-02-26 01:41:05
"INTERFACE LENTA, TRAVA CONSTANTEMENTE, APP DEMORA DEMAIS PARA EXECUTAR TAREFAS SIMPLES, COMO MUDAR DE TELA, E NAO TEM OPCAO DE LEITURA DE LIVROS OFF LINE, DARIA PARA BUSCAR LIVROS NOS DADOS OFFLINE DO KINDLE APP.",1,1,2.2.383959.0,2021-02-25 20:51:08
"PESSIMO. CHEIO DE BUGS. LEITURA DOS LIVROS KINDLE E FALA NA QUESTAO DE LOCALIZACAO NO LIVRO, POSSIBILIDADE DE ADIANTAR OU VOLTAR...",1,0,2.2.384932.0,2021-02-25 13:46:58
HORRIVER! NEM DEU PARA ENTRAR ESTAVA A POR O MEU E-MAIL E DISSE QUE NAO ENCONTRAVA ESSE MAIL.,1,0,2.2.384932.0,2021-02-25 13:09:57
"NAO FUNCIONA DIREITO NO MEU APARELHO, JA INSTALEI E DESINSTALEI VARIAS VEZES, FICA PISCANDO AQUELA TELA DE PERMISSOES PRINCIPALMENTE QDO VOU USAR O MICROFONE, REALMENTE A CAIXINHA E MT BOA MS O APP E MT DEFICIENTE, TEM UMA BOA PROPOSTA MAS NAO CUMPRE, SE SEU APRELHO NAO FOR UM TOPO DE LINHA.",1,4,2.2.384932.0,2021-02-24 07:13:15
MUITO LIMITADA,2,0,2.2.384932.0,2021-02-23 22:04:17
"OTIMO,PENA QUE PAROU DE FUNCIONAR",1,0,2.2.384932.0,2021-02-23 15:11:00
OLA BOA NOITE A ALGUEM SABER ME DIZER SER O APP ALEXA NO CELULAR E COBRADO PRA USAR ESSE APP ME DIZ QUE TENHO 30 DIAS DE UTILIZACAO POREM APOS O MESMO SEREI COBRADO,1,0,2.2.384932.0,2021-02-22 19:22:17
TRAVA DEMAIS TEM QUE RESOLVER ISSO URGENTE,1,0,2.2.384932.0,2021-02-22 11:07:16
ALEXA COMPRADA NO EXTERIOR NAO PODEM MUDAR DE IDIOMA PARA O PORTUGUES. APESAR DE NAO EXISTIR APARENTEMENTE NENHUMA INCOMPATIBILIDADE.,1,1,2.2.384932.0,2021-02-22 00:04:52
TRAVANDO MUITO,2,0,2.2.384932.0,2021-02-21 23:15:23
NAO CARREGA AS LISTAS DE SKILLS.,1,0,2.2.384932.0,2021-02-21 02:06:13
ESSA DESGRACA NAO ENTENDE NADA DO QUE FALAMOS .,1,0,2.2.384932.0,2021-02-20 20:36:19
NAO ENTENDO A FUNCIONALIDADE DO APP... ALGUEM ME EXPLICA POR FAVOR?(VOU DAR 2 ESTRELAS POR ENQUANTO MAS SE ALGUEM ME EXPLICAR A FUNCIONALIDADE E EU GOSTAR VOLTO E DOU 5 ESTRELAS)MEU DISPOSITIVO E UM TABLET FIRE HD 8 10 GERACAO (AMAZON) AGUARDO UMA RESPOSTA... OBRIGADA,2,0,2.2.384932.0,2021-02-19 22:44:34
EM TESTE SE FOR BOM EU COLOCO MAIS ESTRELAS,2,0,2.2.384932.0,2021-02-19 08:53:15
TRAVA BASTANTE,2,0,2.2.384932.0,2021-02-18 19:53:02
LIXOOOOOOOOOOOPPO O APP,1,0,2.2.384932.0,2021-02-18 17:39:09
NAO FUNCIONA,1,0,2.2.384932.0,2021-02-18 15:51:15
NAO ESTOU CONSEGUINDO CONECTAR,1,0,2.2.384932.0,2021-02-18 11:47:30
"PAROU DE FUNCIONAR A ATIVACAO POR VOZ. JA LIMPEI OS DADOS, CACHE, REINSTALEI E NADA RESOLVE.",2,0,2.2.384932.0,2021-02-18 10:53:35
ESTA A FALTAR A INTEGRACAO DOS SERVICOS PARA PORTUGUES DE PORTUGAL.,2,0,2.2.384932.0,2021-02-18 06:46:29
PORQUE NAO TEM A SKILL DO XBOX NA REGIAO DO BRASIL? PASSOU DA HORA DE INSERIR.,1,0,2.2.384932.0,2021-02-17 20:09:08
"A ENTRADA AUXILIAR DELE NAO FUNCIONA E NAO ENCONTREI NO MEU APP DA ALEXA A FUNCAO QUE MUDA PARA QUE EU POSSA USAR A SAIDA DE SOM DO MEU CELULAR POR UM CABO P2, SEI QUE TEM COMO FAZER O PAREAMENTO PELO BLUETOOTH MAIS QUERO USAR O CABO AUXILIAR.",1,0,2.2.384932.0,2021-02-17 11:53:30
"MUITO RUIM! A ALEXA AQUI NO BRASIL TEM QUE APRIMORAR MUITO AINDA. DESDE DA MERA CONFIGURACAO DE ALARME, ONDE VOCE NAO CONSEGUE NEM OUVIR O SOM PARA PODER CONFIGURAR, ATE A FERRAMENTA DE RESUMO DE NOTICIAS, ONDE ALEM DA POUCA VARIEDADE DE VEICULOS, VOCE NAO PODE PEDIR PARA TOCAR A NOTICIA ANTERIOR OU MESMO SOLICITAR POR UM VEICULO EM ESPECIFICO. A ALEXA NO BRASIL E ISSO: DESIGN MODERNO E UM SOFTWARE DE WINDOWS 98.",1,14,2.2.383959.0,2021-02-17 10:56:16
LIMITADA,2,0,2.2.383959.0,2021-02-16 20:41:57
NAO ESTA FUNCIONANDO POR FAVOR CONSENTEM,2,0,2.2.384932.0,2021-02-16 12:59:51
APP EXTREMAMENTE LENTO. O TEMPO DE RESPOSTA E MUITO DEMORADO E AS VEZES NEM TEM RESPOSTA.,1,0,2.2.384932.0,2021-02-16 08:29:10
VC NAO CONSEGUE ESCUTAR A MUSICA QUE QUER SE NAO FOR ASSINANTE DA AMAZON. AS NOTICIAS NAO SAO ATUALIZADAS. NOTICIAS IOB PAROU DE FUNCIONAR. DEIXOU MUITO A DESEJAR. OPTARIA POR OUTRO APARELHO,2,3,2.2.384932.0,2021-02-16 06:54:06
MUITO RUIM,1,0,2.2.384932.0,2021-02-15 10:54:33
"A APP E TAO LENTA QUE NEM METE PIADA. VOU DEFINITIVAMENTE MUDAR PARA O GOOGLE HOME ASSISTANT. 1000X, MELHOR!!!",1,0,2.2.384932.0,2021-02-15 07:57:47
"O APP NAO ESTA REPRODUZINDO KINDLE. SO APARECE UMA MENSAGEM ""NAO FOI POSSE REPRODUZIR. TENTE NOVAMENTE MAIS TARDE."".",1,0,2.2.384932.0,2021-02-14 23:04:08
"ANTES ERA SO LENTO, MAS FUNCIONAVA, AGORA ABRE E QUANDO CLICO EM ALGO O APP SIMPLESMENTE FECHA.",1,1,2.2.384932.0,2021-02-14 21:41:39
"MUITO LIMITADO, POSSUI POUCAS SKILLS, E DENTRE TODAS ELAS POUCAS SAO 100% FUNCIONAIS.",2,0,2.2.384932.0,2021-02-14 12:13:28
"O APP E HORRIVEL, MUITO LENTO...",1,0,2.2.384932.0,2021-02-14 10:50:41
LIXO DE APP E ECHO DOT VNTC,1,0,2.2.384932.0,2021-02-14 10:48:56
"A ASSISTENTE E OTIMA, MAS O APP E HORRIVEL... MUITO PESADO E TRAVA COM FREQUENCIA.",2,0,2.2.384932.0,2021-02-13 12:13:59
"PROPAGANDA ENGANOSA! NAO E POSSIVEL ESCUTAR AS MUSICAS QUE VOCE QUER, SOMENTE SE ASSINAR A AMAZON MUSIC UNLIMITED, NISSO ALEM DA GENTE NAO ACHAR A OPCAO DE ONDE ASSINAR NO APLICATIVO, A ALEXA INFORMA QUE E A GENTE TERA 30 DIAS GRATUITOS E DEPOIS SERIA PAGO R$6,90; NO ENTANTO QUANDO FUI ASSINAR, O VALOR E R$16,90. BAITA PROPAGANDA ENGANOSA!",1,19,2.2.384932.0,2021-02-13 11:46:03
"UM LIXO, PEDE P VINCULAR A CONTA SPOTIFY NO APP, A CONTA TA VINCULADA E N ABRE",1,0,2.2.384932.0,2021-02-13 10:30:40
"TRAVAMENTOS E MAIS TRAVAMENTOS. ACHEI QUE FOSSE PROBLEMA COM MEU CEL, MAS E DO APP. TRAVA NO CEL DAS 4 PESSOAS AQUI DE CASA.",2,0,2.2.384932.0,2021-02-13 01:47:11
TA ORRIVEL NAO ESTA FUNSIONANDO,1,0,2.2.384932.0,2021-02-12 18:25:43
NUNCA FUNCIONA DIREITO. VC CLICA E NADA VAI. A ASSISTENTE E OTIMA MAS O APP PARECE QUE FOI TRABALHO DE FACULDADE MAL FEITO.,1,0,2.2.384932.0,2021-02-12 11:13:31
SINTO FALTA DE INTERACOES COM MAIS PERSONALIDADE E SENSO DE HUMOR,2,0,2.2.383959.0,2021-02-12 00:00:15
"O APLICATIVO E MUITO RUIM. ALEM DE SER POUQUISSIMO INTUITIVO, O APP E EXTREMAMENTE LENTO NAS RESPOSTAS AS ACOES DO USUARIO.",2,6,2.2.384932.0,2021-02-11 23:49:32
O APP TEM TEMPO DE RESPOSTA MTO LENTO. VC CLICA E NAO VAI.,2,0,2.2.383959.0,2021-02-11 21:59:47
NAO GOSTEI POR CAUSA DE UM PROBLEMA....AS CONFIGURACOES DO APLICATIVO SAO TUDO INGLES EM VEZ DE SER PORTUGUES...,1,0,2.2.384932.0,2021-02-11 20:04:08
E E ORRIVEL,1,0,2.2.384932.0,2021-02-11 18:30:45
PRECISA MELHORIAS DE DESEMPENHO,1,0,2.2.383959.0,2021-02-11 17:25:35
"O APP E BACANA, POSSUI MUITAS FUNCIONALIDADES, DESIGN LEGAL, MAS E MUUUUUUITO LENTO... NAVEGAR ENTRE DOIS MENUS LEVA UMA ETERNIDADE.",2,0,2.2.384932.0,2021-02-11 08:16:34
TRAVA MUITO. MUITO LENTO. MELHOREM MAIS. ATUALIZEM.,1,0,2.2.383959.0,2021-02-10 21:19:38
"O APLICATIVO E EXTREMAMENTE LENTO (TENHO UM S20) E COM POUCA CONECTIVIDADE COM OUTROS DISPOSITIVOS, COMO O FIRE TV. AS SKILLS SAO SUPER PROBLEMATICAS TAMBEM, CADA INTEGRACAO E UM PARTO E NAO FUNCIONAM DIREITO. O GOOGLE NEST TEM UMA INTEGRACAO MUITO MELHOR COM O CHROMECAST NAS SOLICITACOES BASICAS, COMO REPRODUZIR UM VIDEO NO YOUTUBE OU NETFLIX.",1,45,2.2.384932.0,2021-02-10 20:18:36
PESSIMO APLICATIVO,1,0,2.2.384932.0,2021-02-10 18:55:42
"SOU USUARIO DE UM ZENFONE 6, E O APP DA ALEXA ESTA FAZENDO COM QUE O CELULAR FIQUE ENTRANDO EM UM LOOP DE REINICIALIZACAO, JA ATUALIZEI O APP, MAS NAO RESOLVEU O PROBLEMA, ELE E BEM COMUM QUANDO O APP ESTA INSTALADO E ESTA EM CARREGAMENTO, O CELULAR ENTRA EM UM LOOP INFINITO REINICIANDO.. SO RESOLVI O PROBLEMA NO CELULAR DESINSTALANDO O APP, OUTRO PONTO QUE PUDE OBSERVAR O ERRO FOI ADICIONANDO AS SKILLS, ELE CAUSA UMA TELA AZUL NO APARELHO REINICIA POR DIVERSAS VEZES!",1,15,2.2.383959.0,2021-02-10 16:34:18
PRECISO PAGAR PARA USAR ESSE APP JA TENDO UMA CONTA NA AMAZON PRIME?,1,0,2.2.383959.0,2021-02-10 12:42:48
"ASSISTENTE OK, APP PESADO LENTO PARECE UM ELEFANTE . IMAGINE VOCE DIZER PRA ALEXA PRA GUARDAR UMA LISTA DE COMPRA, E AI CHEGA AO SUPERMERCADO A GRANDE ESTRUTURA AFETA O SINAL DE CELULAR A CONEXAO VAI PARA O 3G E SIMPLESMENTE SUA LISTA FICA INACESSIVEL, E AI O QUE ERA PRA SER UMA FACILIDADE SE TORNA FRUSTRACAO. A ASSISTENTE ATE SUPERA A DA GOOGLE POREM PECA NO APP, DEFINIR O APP COMO PADRAO DE ASSISTENTE E UM JEITO FACIL DE NAO TER UMA EMPRESA TE MONITORANDO JA QUE O APP NAO ABRE",1,34,2.2.383959.0,2021-02-10 12:22:18
"EXTREMAMENTE CONFUSO, MENUS SAO DIFICEIS DE ENTENDER, TENHO 3 ALEXAS EM CASA E EH COMPLEXO DE SABER OS ALARMES Q ESTAO CONFIGURADOS POR EXEMPLO. PODERIA SER BEM MAIS SIMPLES.",2,2,2.2.383959.0,2021-02-10 06:29:47
TAVA MUITO,1,0,2.2.383959.0,2021-02-09 20:56:26
NAO ACEITA PORTUGUES BRASIL APESAR DE TER VARIOS IDIOMAS E SABER QUE TEM O IDIOMA DISPONIVEL.,1,0,2.2.383959.0,2021-02-09 18:55:13
E PENA NAO COLOCAREM EM PORTUGUES A APP TODA,2,0,2.2.383959.0,2021-02-09 11:04:28
PODRE,1,0,2.2.383959.0,2021-02-08 17:37:50
O APP E MUITO LENTO E TRAVA DEMAIS . UMA PENA.,1,0,2.2.383959.0,2021-02-08 09:48:39
